"","Ticker","Company","Market_capital","Market_share","Sector","Analyst_advice","News_Sentiment","News_Score","Media_Buzz","Media_Score","HedgeFund_Sentiment","HedgeFund_Score","Investor_Sentiment","Investor_Score"
"2536","IOVA","Iovance Biotherapeutics",2881031800,"Medium","Healthcare","Strong Buy","Hold",0.5,NA,NA,"Negative",0.0854,"ModerateSell",0.35
"2537","KBDCF","Kingboard Holdings",2873702000,"Medium","Industrial Goods",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2538","VSH","Vishay Intertechnology",2873011000,"Medium","Consumer Goods","Moderate Sell","Hold",0.5,"Hold",0.4444,"Negative",0.233,"Hold",0.54
"2539","SQM","Sociedad Quimica Y Minera SA",2868583900,"Medium","Consumer Goods","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2540","CIGI","Colliers International Group",2867004200,"Medium","Financial","Strong Buy","Hold",0.5,"Hold",0.42855,"Neutral",0.5669,"Hold",0.48
"2541","QDEL","Quidel",2858160200,"Medium","Healthcare","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.4375,"Hold",0.49
"2542","AAT","American Assets",2849756200,"Medium","Financial",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.5
"2543","ACHC","Acadia Healthcare",2848411200,"Medium","Services","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.2801,"Hold",0.5
"2544","MEOH","Methanex",2847448300,"Medium","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.2549,"Hold",0.56
"2545","HALO","Halozyme",2841410600,"Medium","Healthcare","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.25,"Hold",0.46
"2546","AVAL","Grupo Aval Acciones y Valores SA Pfd",2839363800,"Medium","Financial","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2547","GATX","GATX",2837133000,"Medium","Financial","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.48
"2548","EBS","Emergent Biosolutions",2832092600,"Medium","Healthcare","Strong Buy","Hold",0.5,NA,NA,"Positive",0.6784,"Hold",0.54
"2549","DRTGF","Dart Group",2831480800,"Medium","Services","Moderate Buy","Hold",0.5,"Hold",0.5,NA,NA,NA,NA
"2550","NTRA","Natera",2829025900,"Medium","Healthcare","Strong Buy","Hold",0.5,"Hold",0.5,"Negative",0.143,"Hold",0.5
"2551","KWGPF","KWG Group Holdings",2825572000,"Medium","Financial",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2552","CURLF","Curaleaf Holdings",2824012200,"Medium","Healthcare","Strong Buy","Hold",0.5,"ModerateSell",0.3846,"Neutral",0.5,"Hold",0.48
"2553","MLHR","Herman Miller",2821791200,"Medium","Industrial Goods","Hold","Hold",0.5,"Hold",0.5,"Neutral",0.5859,"Hold",0.52
"2554","COLB","Columbia Banking System",2819074900,"Medium","Financial","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2555","KAR","Kar Auction Services",2818992000,"Medium","Services","Moderate Buy","Hold",0.5,"StrongSell",0.16665,"Negative",0.2174,"Hold",0.51
"2556","DKDRF","Delek Drilling",2817144000,"Medium","General",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2557","FULT","Fulton Financial",2816333500,"Medium","Financial",NA,"Hold",0.5,"ModerateSell",0.25,"Positive",0.6375,"Hold",0.5
"2558","TPGVF","Top Glove Bhd",2815791000,"Medium","Healthcare",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2559","MGY","Magnolia Oil & Gas",2813511100,"Medium","Utilities","Strong Buy","Hold",0.5,NA,NA,"Neutral",0.44,"Hold",0.5
"2560","AVIJF","AviChina Industry & Technology Co",2810304000,"Medium","Technology",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2561","SSB","South State",2810033800,"Medium","Financial","Moderate Buy","StrongBuy",1,"Hold",0.41665,"Neutral",0.5135,"Hold",0.48
"2562","SITC","SITE Centers",2808220000,"Medium","Financial","Hold","Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.52
"2563","DACHF","Daicel",2806254600,"Medium","Industrial Goods",NA,"Hold",0.5,NA,NA,NA,NA,"Hold",0.5
"2564","ARI","Apollo Real Estate",2805121000,"Medium","Financial","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2565","KCDMY","Kimberly-Clark de Mexico SAB de CV",2800897900,"Medium","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2566","OLN","Olin",2797435900,"Medium","Consumer Goods","Moderate Buy","StrongSell",0,"Hold",0.5,"Negative",0.3566,"Hold",0.48
"2567","R","Ryder System",2797297100,"Medium","Financial","Moderate Buy","Hold",0.5,"Hold",0.4,"Positive",0.7365,"Hold",0.5
"2568","INOV","Inovalon",2789658000,"Medium","Technology","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.7203,"Hold",0.5
"2569","MSLOF","Mitsui OSKLines",2786447000,"Medium","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2570","PDM","Piedmont Office",2782320000,"Medium","Financial","Moderate Buy","Hold",0.5,"StrongSell",0,"Neutral",0.5,"Hold",0.5
"2571","AB","AllianceBernstein",2780888200,"Medium","Financial","Hold","Hold",0.5,"StrongSell",0,"Neutral",0.5251,"Hold",0.42
"2572","TCP","TC Pipelines",2780220900,"Medium","Materials","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2573","GKOS","Glaukos",2778310400,"Medium","Healthcare","Hold","Hold",0.5,NA,NA,"Positive",0.725,"Hold",0.56
"2574","AMN","AMN Healthcare Services",2777903200,"Medium","Services","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.52
"2575","ANIOY","Acerinox SA",2775685200,"Medium","Materials","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2576","INT","World Fuel Services",2772620800,"Medium","Services",NA,"Hold",0.5,"StrongSell",0.1111,"Negative",0.1363,"Hold",0.45
"2577","RPD","Rapid7",2769017000,"Medium","Technology","Strong Buy","Hold",0.5,NA,NA,"Positive",0.6115,"Hold",0.47
"2578","IBOC","International Bancshares",2765571900,"Medium","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.4994,"Hold",0.5
"2579","ALGT","Allegiant Travel Company",2764562200,"Medium","Services","Moderate Buy","StrongBuy",1,"Hold",0.4848,"Neutral",0.4468,"Hold",0.52
"2580","CEVIF","China Everbright",2763810000,"Medium","Financial",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2581","CLDR","Cloudera",2762922200,"Medium","Technology","Moderate Buy","Hold",0.5,"ModerateSell",0.2,"Positive",0.9931,"Hold",0.54
"2582","EE","El Paso Electric Company",2762647700,"Medium","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.4949,"Hold",0.5
"2583","MEDP","Medpace Holdings",2762420100,"Medium","Services","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.0297,"Hold",0.53
"2584","CNO","CNO Financial",2757556000,"Medium","Financial","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.8406,"Hold",0.51
"2585","SEOTF","Seino Holdings Co",2.754e+09,"Medium","Utilities",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2586","IBIDF","IBIDEN CO",2752818900,"Medium","Technology",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2587","MAWHY","Man Wah Holdings",2751555700,"Medium","Consumer Goods",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2588","ACIA","Acacia Communications",2750099500,"Medium","Consumer Goods","Hold","Hold",0.5,NA,NA,"Negative",0.1326,"Hold",0.5
"2589","MIME","Mimecast",2749300800,"Medium","Technology","Strong Buy","Hold",0.5,NA,NA,"Positive",0.8938,"Hold",0.54
"2590","THS","TreeHouse Foods",2748253600,"Medium","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.3401,"Hold",0.5
"2591","EHGRF","Star Entertainment Group",2747595000,"Medium","Services",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2592","GBNXF","Gibson Energy",2747376500,"Medium","Materials","Strong Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2593","LXP","Lexington Realty",2746432800,"Medium","Financial",NA,"Hold",0.5,NA,NA,"Negative",0.3791,"Hold",0.48
"2594","FIBK","First Interstate Bancsystem",2746170400,"Medium","Financial","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2595","YSHLF","Yangzijiang Shipbuilding (Holdings)",2744539000,"Medium","Materials",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2596","SCRPF","Sembcorp Industries",2743474800,"Medium","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2597","TRTN","Triton International",2736337600,"Medium","Services","Hold","Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.52
"2598","YETI","Yeti Holdings",2733487600,"Medium","Consumer Goods","Strong Buy","StrongBuy",1,"ModerateSell",0.2857,"Neutral",0.4971,"Hold",0.5
"2599","MAWHF","Man Wah Holdings",2726759800,"Medium","Services",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2600","MMYT","Makemytrip",2726486300,"Medium","Services","Strong Buy","Hold",0.5,NA,NA,"Positive",0.7499,"Hold",0.5
"2601","TFIFF","TFI International",2725123200,"Medium","Services","Strong Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2602","AKBLF","ALK-abello",2721286000,"Medium","Healthcare",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2603","FCREY","Fletcher Building",2720353200,"Medium","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2604","TDS","Telephone & Data Systems",2719537000,"Medium","Technology","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.2,"Hold",0.4
"2605","BDN","Brandywine Realty",2712794600,"Medium","Financial","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.2316,"Hold",0.48
"2606","SYBJF","Security Bank (Philippines)",2712740400,"Medium","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2607","MCY","Mercury General",2711287900,"Medium","Financial","Hold","Hold",0.5,NA,NA,"Neutral",0.4471,"Hold",0.56
"2608","GARPF","Golden Agri-Resources",2706123800,"Medium","Industrial Goods","Moderate Sell","Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2609","AEL","American Equity Investment Life",2705887100,"Medium","Financial","Hold","Hold",0.5,"Hold",0.42855,"Positive",0.6777,"Hold",0.52
"2610","NSKFF","Kongsberg Gruppen ASA",2704949100,"Medium","Technology",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2611","AUOTY","AU Optronics",2704414200,"Medium","Consumer Goods",NA,"Hold",0.5,NA,NA,"Positive",0.8488,"Hold",0.5
"2612","FRCEF","Fletcher Building",2704331500,"Medium","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2613","PEGI","Pattern Energy",2703564800,"Medium","Utilities","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.4
"2614","CNNE","Cannae Holdings",2701079500,"Medium","Financial","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.6758,"Hold",0.5
"2615","IDBHF","Industrias Bachoco SAB de CV",2698620000,"Medium","Industrial Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2616","STAY","Extended Stay America",2698408400,"Medium","Services","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.0281,"Hold",0.49
"2617","LVGO","Livongo Health",2698405900,"Medium",NA,"Strong Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.56
"2618","BTSDF","Health and Happiness (H&H) International Holdings",2697496200,"Medium","Consumer Goods",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2619","BOX","Box",2695507200,"Medium","Technology","Moderate Buy","StrongBuy",1,"StrongBuy",0.8158,"Positive",0.6144,"Hold",0.44
"2620","NEO","NeoGenomics",2694770500,"Medium","Services","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.122,"Hold",0.48
"2621","POWI","Power Integrations",2691818800,"Medium","Consumer Goods","Moderate Buy","Hold",0.5,"Hold",0.4,"Neutral",0.5,"Hold",0.45
"2622","PFSI","PennyMac Financial",2691585200,"Medium","Financial","Strong Buy","Hold",0.5,"ModerateSell",0.2222,"Negative",0.1519,"Hold",0.54
"2623","DICCF","DIC",2687946400,"Medium","Industrial Goods",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2624","MGEE","MGE Energy",2687463400,"Medium","Utilities",NA,"StrongBuy",1,"Hold",0.4,"Neutral",0.5,"Hold",0.5
"2625","TSPCF","Cleanaway Waste Management",2687360200,"Medium","Industrial Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2626","EBCOF","Ebara",2684206100,"Medium","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2627","SUM","Summit Materials",2680099700,"Medium","Materials","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.2005,"Hold",0.49
"2628","TGLVY","Top Glove Bhd",2679303900,"Medium","Healthcare",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",NA
"2629","SXT","Sensient Technologies",2678369500,"Medium","Consumer Goods","Hold","Hold",0.5,NA,NA,"Positive",0.7375,"Hold",0.48
"2630","CBT","Cabot",2677396200,"Medium","Consumer Goods","Hold","Hold",0.5,NA,NA,"Negative",0.2513,"Hold",0.46
"2631","ENPH","Enphase Energy",2676581800,"Medium","Consumer Goods","Strong Buy","Hold",0.5,"Hold",0.43475,"Neutral",0.4242,"ModerateSell",0.37
"2632","KRRYF","Kerry Logistics Network",2675868000,"Medium","Utilities",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2633","SAVE","Spirit Airlines",2674263400,"Medium","Services","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.6277,"Hold",0.46
"2634","FOLD","Amicus",2670408800,"Medium","Healthcare","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.8875,"Hold",0.5
"2635","PENN","Penn National Gaming",2669476400,"Medium","Services","Moderate Buy","StrongBuy",1,"Hold",0.5,"Negative",0.0172,"Hold",0.58
"2636","JW.A","John Wiley Sons Cl A",2668724900,"Medium","Services",NA,"Hold",0.5,NA,NA,"Negative",0.2511,"Hold",0.48
"2637","MFGHF","Mainfreight",2668523500,"Medium","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2638","TENB","Tenable Holdings",2665804200,"Medium","Technology","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.9251,"Hold",0.49
"2639","LCII","LCI Industries",2664480900,"Medium","Industrial Goods","Moderate Buy","Hold",0.5,"ModerateSell",0.2,"Positive",0.6357,"Hold",0.53
"2640","HMSY","Hms Holdings",2660559600,"Medium","Services","Moderate Buy","Hold",0.5,"StrongSell",0,"Positive",0.7324,"Hold",0.52
"2641","TCHBF","Tecan Group AG",2652986900,"Medium","Healthcare","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2642","PRO","PROS Holdings",2652868800,"Medium","Technology","Strong Buy","Hold",0.5,NA,NA,"Neutral",0.4339,"Hold",0.47
"2643","IIVI","II-VI",2651882300,"Medium","Consumer Goods","Moderate Buy","Hold",0.5,"ModerateSell",0.3333,"Positive",0.7455,"ModerateSell",0.34
"2644","CPWIF","China Power International Development",2647860300,"Medium","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2645","WJAFF","WestJet Airlines",2646433600,"Medium","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2646","WDFC","WD-40 Company",2646379400,"Medium","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.446,"Hold",0.5
"2647","KWR","Quaker Chemical",2646146400,"Medium","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.8415,"Hold",0.51
"2648","MBUMY","Mabuchi Motor Co",2645057300,"Medium","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2649","ORRAF","Orora",2644976700,"Medium","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2650","SGPRF","Singapore Press Holdings",2643450400,"Medium","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2651","COMM","CommScope Holding",2639841600,"Medium","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.928,"Hold",0.51
"2652","TNLIF","Trainline",2638265700,"Medium","Services","Hold","Hold",0.5,NA,NA,NA,NA,NA,NA
"2653","ZLAB","Zai Lab",2634720200,"Medium","Healthcare","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2654","AY","Atlantica Yield",2633523800,"Medium","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.41,"Hold",0.54
"2655","SMPL","The Simply Good Foods Company",2633000800,"Medium","Financial",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.4262,"Hold",0.49
"2656","ROYMF","Royal Mail",2628650800,"Medium","Services","Hold","StrongSell",0,"ModerateSell",0.3529,"Neutral",0.5,"Hold",NA
"2657","LPSN","Liveperson",2627410500,"Medium","Technology","Strong Buy","Hold",0.5,NA,NA,"Negative",0.1374,"Hold",0.4
"2658","ACB","Aurora Cannabis",2626350000,"Medium","Healthcare","Moderate Buy","ModerateBuy",0.6666,"ModerateSell",0.3534,"Neutral",0.5489,"StrongSell",0
"2659","ARGKF","Aggreko",2626300300,"Medium","Utilities","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2660","CEA","China Eastern Airlines",2624637600,"Medium","Services","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2661","ILKAF","Iluka Resources",2619128000,"Medium","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2662","VC","Visteon",2615566400,"Medium","Industrial Goods","Hold","Hold",0.5,"Hold",0.5,"Negative",0.05,"Hold",0.48
"2663","AGIO","Agios Pharma",2611473700,"Medium","Healthcare","Strong Buy","StrongBuy",1,"ModerateSell",0.3636,"Neutral",0.5,"Hold",0.56
"2664","IPGDF","Independence Group NL",2605414800,"Medium","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2665","WMS","Advanced Drainage Systems",2605297700,"Medium","Industrial Goods","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.0436,"Hold",0.5
"2666","XLRN","Acceleron Pharma",2598894700,"Medium","Healthcare","Strong Buy","Hold",0.5,"StrongSell",0.14285,"Neutral",0.5599,"Hold",0.52
"2667","WWW","Wolverine World Wide",2596110000,"Medium","Consumer Goods","Strong Buy","Hold",0.5,NA,NA,"Positive",0.7578,"Hold",0.5
"2668","PRLB","Proto Labs",2592679500,"Medium","Industrial Goods","Hold","Hold",0.5,NA,NA,"Positive",0.6622,"Hold",0.56
"2669","CC","Chemours Company",2581680800,"Medium","Consumer Goods","Hold","StrongSell",0,"ModerateSell",0.3407,"Positive",0.8295,"Hold",0.58
"2670","TRN","Trinity Industries",2581292400,"Medium","Industrial Goods","Moderate Buy","Hold",0.5,"ModerateSell",0.25,"Positive",0.7014,"Hold",0.51
"2671","HAIN","Hain Celestial",2579136500,"Medium","Consumer Goods","Hold","Hold",0.5,NA,NA,"Positive",0.8791,"Hold",0.5
"2672","SUN","Sunoco",2577662500,"Medium","Services","Moderate Buy","Hold",0.5,"StrongSell",0,"Positive",0.8069,"Hold",0.57
"2673","AAON","Aaon",2572078300,"Medium","Industrial Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2674","FELE","Franklin Electric Co",2571700100,"Medium","Industrial Goods","Hold","Hold",0.5,"Hold",0.5,"Negative",0.3981,"Hold",0.48
"2675","AIN","Albany International",2568976000,"Medium","Consumer Goods","Moderate Buy","Hold",0.5,"ModerateSell",0.3333,"Negative",0.3361,"Hold",0.46
"2676","GAERF","Grupo Aeroportuario del Centro Norte SAB de CV",2568528900,"Medium","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2677","CCOEY","Capcom Co",2563079500,"Medium","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2678","IBA","Industrias Bachoco SA De CV",2.559e+09,"Medium","Consumer Goods",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.48
"2679","GEF","Greif",2557500500,"Medium","Consumer Goods","Moderate Sell","Hold",0.5,"Hold",0.5,"Negative",0.3233,"Hold",0.49
"2680","TYTMF","Tokyo Tatemono Co",2556277900,"Medium","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2681","SGMS","Scientific Games",2551374700,"Medium","Consumer Goods","Hold","StrongBuy",1,"StrongSell",0.1176,"Neutral",0.4968,"Hold",0.52
"2682","MTH","Meritage",2548415500,"Medium","Industrial Goods","Moderate Buy","Hold",0.5,"ModerateSell",0.30765,"Positive",0.7076,"Hold",0.52
"2683","DK","Delek US Holdings",2547009700,"Medium","Utilities","Moderate Buy","Hold",0.5,"Hold",0.4,"Negative",0.2839,"Hold",0.49
"2684","WERN","Werner Enterprises",2543975800,"Medium","Services","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.3123,"Hold",0.5
"2685","FUL","HB Fuller",2542982200,"Medium","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5311,"Hold",0.5
"2686","FOXF","Fox Factory Holding",2539887300,"Medium","Consumer Goods","Hold","Hold",0.5,NA,NA,"Negative",0.1547,"Hold",0.44
"2687","ETRN","Equitrans Midstream",2539797700,"Medium","Utilities","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.2116,"Hold",0.58
"2688","SSW","Seaspan",2534627800,"Medium","Services","Hold","StrongBuy",1,"StrongSell",0.1333,"Neutral",0.5283,"Hold",0.5
"2689","CMC","Commercial Metals Company",2534364000,"Medium","Industrial Goods","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.0975,"Hold",0.51
"2690","COKE","Coca-Cola Bottling Co Consolidated",2532274500,"Medium","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.441,"Hold",0.49
"2691","AEO","American Eagle",2529376100,"Medium","Consumer Goods","Moderate Buy","Hold",0.5,"Hold",0.41665,"Positive",0.7878,"Hold",0.53
"2692","ESRT","Empire State Realty",2525824700,"Medium","Financial","Hold","StrongBuy",1,"Hold",0.5,"Neutral",0.5,"Hold",0.52
"2693","ARPTF","Airport City",2524588800,"Medium","Financial",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2694","ABM","ABM Industries",2523143800,"Medium","Services","Moderate Buy","StrongBuy",1,"ModerateSell",0.2857,"Neutral",0.5,"Hold",0.54
"2695","LSCC","Lattice Semicon",2522910600,"Medium","Consumer Goods","Strong Buy","Hold",0.5,NA,NA,"Positive",0.9297,"ModerateSell",0.34
"2696","SFNC","Simmons 1st Nat'l",2520892700,"Medium","Financial","Hold","Hold",0.5,NA,NA,"Neutral",0.4939,"Hold",0.46
"2697","NMPNF","Northam Platinum",2515608400,"Medium","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2698","URBN","Urban Outfitters",2514038500,"Medium","Services","Moderate Buy","Hold",0.5,"StrongSell",0.14285,"Positive",0.9551,"Hold",0.43
"2699","UE","Urban Edge Properties",2512952800,"Medium","Financial","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.45
"2700","BKQNF","Bank of Queensland",2509933800,"Medium","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2701","CRS","Carpenter Technology",2508640400,"Medium","Industrial Goods","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.3234,"Hold",0.5
"2702","ANSLF","Ansell",2505830400,"Medium","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2703","DDRLF","Drilling Company of 1972",2505228700,"Medium","Industrial Goods",NA,"Hold",0.5,NA,NA,NA,NA,"Hold",0.5
"2704","WRE","Washington Real Estate Investment",2504086600,"Medium","Financial","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.51
"2705","NNI","Nelnet",2500885800,"Medium","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2706","CAGDF","Centerra Gold",2500817700,"Medium","Materials","Moderate Buy","Hold",0.5,"StrongSell",0,NA,NA,"Hold",0.46
"2707","AKEJF","ARIAKE JAPAN Co",2488394400,"Medium","Consumer Goods",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2708","NPEGF","Nippon Electric Glass Co",2485033000,"Medium","Technology",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2709","AATP","Agape ATP",2483421600,"Medium","Healthcare",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2710","CCOEF","Capcom Co",2481960800,"Medium","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2711","WSBC","WesBanco",2481745300,"Medium","Financial","Hold","StrongBuy",1,"ModerateSell",0.3333,"Neutral",0.5043,"Hold",0.54
"2712","ITGR","Integer Holdings",2478702200,"Medium","Industrial Goods","Hold","Hold",0.5,NA,NA,"Neutral",0.4805,"Hold",0.48
"2713","MDC","M.D.C. Holdings",2477082000,"Medium","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.625,"Hold",0.5
"2714","IBTX","Independent Bank Group",2475323800,"Medium","Financial","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.4463,"Hold",0.54
"2715","CWT","California Water Service",2474653000,"Medium","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.4216,"Hold",0.46
"2716","SGPPF","Spar Group",2474254600,"Medium","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2717","DOYU","DouYu International Holdings",2471960500,"Medium","Technology","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2718","AFYA","Afya",2471558000,"Medium",NA,"Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.44
"2719","AIT","Applied Tech",2468185600,"Medium","Services","Moderate Buy","Hold",0.5,"Hold",0.5,"Negative",0.3691,"Hold",0.5
"2720","SAIA","Saia",2461326400,"Medium","Services","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.902,"Hold",0.44
"2721","AEIS","Advanced Energy Industries",2459820900,"Medium","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.291,"Hold",0.51
"2722","UETMF","Universal Entertainment",2458106800,"Medium","Services",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"2723","TMHC","Taylor Morrison",2457628000,"Medium","Consumer Goods","Strong Buy","Hold",0.5,"StrongSell",0.1,"Negative",0.1069,"ModerateSell",0.37
"2724","ITCB","Itaú CorpBanca",2452723900,"Medium","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"2725","DUNDF","Dream Global Real Estate Investment",2452615200,"Medium","Financial","Moderate Buy","Hold",0.5,NA,NA,NA,NA,"Hold",0.5
"2726","CSPKF","COSCO SHIPPING Ports",2450519000,"Medium","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"2727","UCBI","United Community Banks",2448442000,"Medium","Financial","Hold","StrongBuy",1,"Hold",0.5,"Positive",0.6125,"Hold",0.5
